Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Proposed Completion Date,iso,outcome,Status,Withdrawn Date,Actual Completion Date,Withdrawal Comment,queue_date,queue_year,capacity_mw,resolved
J2602,,,DeSoto,MS,Twinkletown 230 kV,"ENTERGY MISSISSIPPI, LLC. EMTO",Solar,250.0,250.0,250.0,2022-09-14T04:00:00+00:00,,MISO,active,Pending Revision Approval,,,,2022-09-14 04:00:00+00:00,2022.0,250.0,False
J2598,,,Mower,MN,Adams to Hayward 161 kV Tap,ITC MIDWEST,Solar,198.0,198.0,198.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,198.0,True
J2627,,,Adams,IL,East Quincy,,Battery Storage,150.0,150.0,150.0,2022-09-15T04:00:00+00:00,,MISO,active,Pending Revision Approval,,,,2022-09-15 04:00:00+00:00,2022.0,150.0,False
J2633,,,Van Buren,AR,AECC Clinton Industrial - AECC Clinton West 161 KV,"ENTERGY ARKANSAS, LLC EATO",Solar,61.0,61.0,61.0,2022-09-13T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-24T04:00:00+00:00,,,2022-09-13 04:00:00+00:00,2022.0,61.0,True
J2638,,,Nevada,AR,Emmet SS - Hope East SS 115KV,"ENTERGY ARKANSAS, LLC EATO",Solar,58.0,58.0,58.0,2022-09-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-24T04:00:00+00:00,,,2022-09-12 04:00:00+00:00,2022.0,58.0,True
J2641,,,Jackson,AR,NEWPORT,"ENTERGY ARKANSAS, LLC EATO",Wind,200.0,200.0,200.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,200.0,False
J2566,,,Daviess,IN,Gibson Sta - Bedford 345 345.0kV,"DUKE ENERGY INDIANA, LLC CIN",Solar,200.0,200.0,200.0,2022-09-14T04:00:00+00:00,,MISO,active,Active,,,,2022-09-14 04:00:00+00:00,2022.0,200.0,False
J2681,,,Columbia,AR,Springhill 115kV (A) to Taylor 115kV (B),"ENTERGY ARKANSAS, LLC EATO",Solar,170.0,170.0,170.0,2022-09-13T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-24T04:00:00+00:00,,,2022-09-13 04:00:00+00:00,2022.0,170.0,True
J2575,,,Tazewell,IL,Cincinnati 138 kV Substation,AMEREN ILLINOIS,Battery Storage,198.0,198.0,198.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,198.0,False
J2644,,,Chicot,AR,EUDORA - CHICKASAW (LAGEN) 115.0kV,"ENTERGY ARKANSAS, LLC EATO",Solar,90.0,90.0,90.0,2022-09-10T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-30T04:00:00+00:00,,,2022-09-10 04:00:00+00:00,2022.0,90.0,True
J2631,,,Arkansas,AR,Stuttgart Ricuskey- Tarleton 230 KV,"ENTERGY ARKANSAS, LLC EATO",Solar,250.0,250.0,250.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-24T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,250.0,True
J2729,,,West Baton Rouge,LA,ADDIS - BIG CAJUN #1 230.0kV,,Solar,200.0,200.0,200.0,2022-09-14T04:00:00+00:00,,MISO,active,Pending Revision Approval,,,,2022-09-14 04:00:00+00:00,2022.0,200.0,False
J2742,,,White,AR,BEEBE - GARNER SS 115.0kV,"ENTERGY ARKANSAS, LLC EATO",Solar,100.0,100.0,100.0,2022-09-13T04:00:00+00:00,,MISO,active,Active,,,,2022-09-13 04:00:00+00:00,2022.0,100.0,False
J2605,,,Steele,ND,ALEXANDRIA 345 KV,MISSOURI RIVER ENERGY SERVICES - TRANSMISSION,Wind,339.0,339.0,339.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,339.0,True
J2607,,,Montgomery,IL,Redhawk 138 kV - MTEP Project (17976),AMEREN ILLINOIS,Battery Storage,200.0,200.0,200.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,200.0,False
J2632,,,Webster,LA,Sarpeta to Minden 115 kV,"ENTERGY LOUISIANA, LLC ELTO",Solar,100.0,100.0,100.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-24T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,100.0,True
J2719,,,Gladwin,MI,BARD ROAD 138kV Substation,METC,Solar,200.0,200.0,200.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-08-01T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,200.0,True
J2740,,,Sunflower,MS,DELTA SWYD - SHELBY SS 115.0kV,,Solar,150.0,150.0,150.0,2022-09-13T04:00:00+00:00,,MISO,active,Active,,,,2022-09-13 04:00:00+00:00,2022.0,150.0,False
J2741,,,Sunflower,MS,DELTA SWYD - DREW [MS] 115.0kV,"ENTERGY MISSISSIPPI, LLC. EMTO",Solar,100.0,100.0,100.0,2022-09-13T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-13 04:00:00+00:00,2022.0,100.0,True
J2738,,,Rock Island,IL,SUB 17,MIDAMERICAN ENERGY CO. MEC,Hybrid,128.0,128.0,128.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,128.0,False
J2717,,,Hot Spring,AR,ETTA 500kV Substation,"ENTERGY ARKANSAS, LLC EATO",Hybrid,600.0,600.0,600.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-10-23T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,600.0,True
J2637,,,Monroe,AR,Cotton Plant- Brinkley West 115KV,"ENTERGY ARKANSAS, LLC EATO",Solar,64.5,64.5,64.5,2022-09-10T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-24T04:00:00+00:00,,,2022-09-10 04:00:00+00:00,2022.0,64.5,True
J2639,,,Bradley,AR,AECC HERMITAGE SOUTH - HILO 115.0kV,"ENTERGY ARKANSAS, LLC EATO",Solar,105.8,105.8,105.8,2022-09-09T04:00:00+00:00,,MISO,active,Active,,,,2022-09-09 04:00:00+00:00,2022.0,105.8,False
J2640,,,Calhoun,AR,SHERIDAN EHV - EL DORADO EHV 500.0kV,"ENTERGY ARKANSAS, LLC EATO",Solar,394.5,394.5,394.5,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-30T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,394.5,True
J2630,,,Woodruff,AR,Des Arc to Cotton Plant 115 kV,"ENTERGY ARKANSAS, LLC EATO",Solar,100.0,100.0,100.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-24T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,100.0,True
J2744,,,Wilkinson,MS,CENTREVILLE,"ENTERGY MISSISSIPPI, LLC. EMTO",Solar,50.0,50.0,50.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,50.0,True
J2745,,,Humphreys,MS,BELZONI - BELZONI TAP SS 115.0kV,"ENTERGY MISSISSIPPI, LLC. EMTO",Solar,90.0,90.0,90.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,90.0,True
J2692,,,Choctaw,MS,WOLF CREEK 500 kV,"ENTERGY MISSISSIPPI, LLC. EMTO",High Voltage DC,500.0,500.0,500.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,500.0,True
J2694,,,Christian,IL,7COFFEEN  - 7PANA     345.0kV,,Hybrid,500.0,500.0,500.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,500.0,False
J2695,,,Carroll,IN,Other_,"DUKE ENERGY INDIANA, LLC CIN",Solar,234.0,234.0,234.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,234.0,True
J2688,,,Newton,TX,NEWTON 138 kV,"ENTERGY TEXAS, INC. ETTO",Hybrid,130.0,130.0,130.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,130.0,True
J2722,,,Clinton,IN,Tap on Frankfort - New London 230 kV Line,"DUKE ENERGY INDIANA, LLC CIN",Battery Storage,100.0,100.0,100.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-08-14T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,100.0,True
J2691,,,Bollinger,MO,7RUSH     - 7BALDWIN 345.0kV,AMEREN MISSOURI,Hybrid,250.0,250.0,250.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,250.0,False
J2718,,,New Madrid,MO,Other_,AMEREN MISSOURI,Solar,50.0,50.0,50.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,50.0,True
J2735,,,Ouachita,LA,Selman Field 69 kV Substation,"ENTERGY LOUISIANA, LLC ELTO",Solar,80.0,80.0,80.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2022-12-06T05:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,80.0,True
J2698,,,Choctaw,MS,WOLF CREEK 500 kV,"ENTERGY MISSISSIPPI, LLC. EMTO",High Voltage DC,500.0,500.0,500.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,500.0,True
J2716,,,Dakota,MN,HAMPTON 345 KV,NORTHERN STATES POWER COMPANY,Battery Storage,300.0,300.0,300.0,2022-09-14T04:00:00+00:00,,MISO,active,Active,,,,2022-09-14 04:00:00+00:00,2022.0,300.0,False
J2686,,,Muscatine,IA,Walcott 345 kV,MIDAMERICAN ENERGY CO. MEC,Wind,150.0,150.0,150.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,150.0,False
J2770,,,Grant,LA,Colfax-Montgomery (EES) 230 kV Line,CLECO POWER LLC CLEC,Solar,125.0,125.0,125.0,2023-09-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2023-09-12 04:00:00+00:00,2023.0,125.0,True
J2801,,,Woodruff,AR,AECC HUNTER NORTH - MCCRORY 161.0kV,,Solar,130.0,130.0,130.0,2023-09-11T04:00:00+00:00,,MISO,active,Pending Revision Approval,,,,2023-09-11 04:00:00+00:00,2023.0,130.0,False
J2760,,,Hubbard,MN,BADOURA4 (608610) 230 kV Substation,MINNESOTA POWER INC.,Hybrid,68.0,68.0,68.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,68.0,True
J2803,,,Carroll,MS,Winona (3WINONA!  337060) - Carrollton (3CARROLLTON+  337056) 115 kV,"ENTERGY MISSISSIPPI, LLC. EMTO",Hybrid,150.0,150.0,150.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,150.0,True
J2796,,,Jackson,AR,Newport Ab-Cash 161kV,"ENTERGY ARKANSAS, LLC EATO",Solar,250.0,250.0,250.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,250.0,True
J2772,,,Mercer,ND,Coyote Switchyard 345 kV Substation,MONTANA-DAKOTA UTILITIES CO.MDU,Hybrid,200.0,200.0,200.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,200.0,True
J2775,,,White,IN,Other_,"DUKE ENERGY INDIANA, LLC CIN",Battery Storage,125.0,125.0,125.0,2022-09-08T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-08-07T04:00:00+00:00,,,2022-09-08 04:00:00+00:00,2022.0,125.0,True
J2689,,,Liberty,TX,JACINTO 230kV,"ENTERGY TEXAS, INC. ETTO",Hybrid,180.0,180.0,180.0,2025-07-31T04:00:00+00:00,,MISO,active,Active,,,,2025-07-31 04:00:00+00:00,2025.0,180.0,False
J2687,,,Hancock,IN,Sunnyside to Gwynneville 345kV line,INDIANAPOLIS POWER & LIGHT COMPANY,Hybrid,300.0,300.0,300.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,300.0,True
J2778,,,Miami,IN,Deedsville	North Manchester Switching Sta 69kV (Circuit Number 6974).,"DUKE ENERGY INDIANA, LLC CIN",Hybrid,15.0,15.0,15.0,2022-09-07T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-07 04:00:00+00:00,2022.0,15.0,True
J2779,,,Clinton,IN,Lafayette	to Middlefork 69kV Line (Circuit 6909),"DUKE ENERGY INDIANA, LLC CIN",Hybrid,40.0,40.0,40.0,2022-09-08T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-08 04:00:00+00:00,2022.0,40.0,True
J2776,,,Fulton,IN,WINAMAC to BRUCE LAKE 69kV (Circuit ID 6913) NIPSCO AREA,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC NIPS,Hybrid,10.0,10.0,10.0,2022-09-07T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-22T04:00:00+00:00,,,2022-09-07 04:00:00+00:00,2022.0,10.0,True
J2777,,,Madison,IN,Cadiz	Lapel Brockway Glass 69kV,"DUKE ENERGY INDIANA, LLC CIN",Hybrid,35.0,35.0,35.0,2022-09-07T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-22T04:00:00+00:00,,,2022-09-07 04:00:00+00:00,2022.0,35.0,True
J2902,,,Warren,MS,Beech Grove SS 115 kV Substation,"ENTERGY MISSISSIPPI, LLC. EMTO",Battery Storage,70.0,70.0,70.0,2022-09-13T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-24T04:00:00+00:00,,,2022-09-13 04:00:00+00:00,2022.0,70.0,True
J2895,,,Clark,IN,Bethlehem 138kV Substation,"DUKE ENERGY INDIANA, LLC CIN",Hybrid,120.0,120.0,120.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-08-19T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,120.0,True
J2836,,,Livingston,KY,Tap - Cumberland 69.0kV,BIG RIVERS ELECTRIC CORPORATION BREC,Hybrid,45.0,45.0,45.0,2022-09-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-12 04:00:00+00:00,2022.0,45.0,True
J2897,,,San Jacinto,TX,RIVTRIN - SHECO CALVIN 138.0kV,"ENTERGY TEXAS, INC. ETTO",Hybrid,150.0,150.0,150.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,150.0,False
J2898,,,Amite,MS,FRANKLIN EHV - MCKNIGHT 500.0kV,"ENTERGY MISSISSIPPI, LLC. EMTO",Hybrid,200.0,200.0,200.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,200.0,True
J2914,,,St. Tammany,LA,MCKNIGHT - PLANT DANIEL 500.0kV,"ENTERGY LOUISIANA, LLC ELTO",Hybrid,450.0,450.0,450.0,2022-09-14T04:00:00+00:00,,MISO,active,Active,,,,2022-09-14 04:00:00+00:00,2022.0,450.0,False
J2896,,,Sargent,ND,Gwinner 115kV Substation,OTTER TAIL POWER COMPANY OTP,Battery Storage,80.0,80.0,80.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-24T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,80.0,True
J2900,,,Amite,MS,FRANKLIN EHV - MCKNIGHT 500.0kV,"ENTERGY MISSISSIPPI, LLC. EMTO",Hybrid,400.0,400.0,400.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,400.0,True
J2773,,,Poinsett,AR,Newport - Fisher 161 kV Line,,Hybrid,100.0,100.0,100.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,100.0,False
J2826,,,Greene,IN,Sandborn Primary - Worthington Primary 161.0kV,HOOSIER ENERGY,Hybrid,125.0,125.0,125.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,125.0,False
J2901,,,Columbia,AR,MACEDONIA - TAYLOR 115.0kV,"ENTERGY ARKANSAS, LLC EATO",Solar,140.0,140.0,140.0,2022-09-13T04:00:00+00:00,,MISO,active,Active,,,,2022-09-13 04:00:00+00:00,2022.0,140.0,False
J2892,,,Franklin,IA,Blackhawk (MEC) - Quinn 345 kV,ITC MIDWEST,Wind,200.0,200.0,200.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-09-11T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,200.0,True
J2879,,,Washington,MN,CHEMOLITE,NORTHERN STATES POWER COMPANY,Battery Storage,80.0,80.0,80.0,2022-09-14T04:00:00+00:00,,MISO,active,Active,,,,2022-09-14 04:00:00+00:00,2022.0,80.0,False
J2913,,,Sargent,ND,Forman 115kV Substation,,Battery Storage,90.0,90.0,90.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,90.0,False
J2599,,,Redwood,MN,Lyon County 345kV Substation,NORTHERN STATES POWER COMPANY,Solar,216.0,216.0,216.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,216.0,False
J2601,,,Wabasha,MN,North Rochester - Briggs Road 345.0kV,,Battery Storage,200.0,200.0,200.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,200.0,False
J2603,,,Mason,IL,4PURO - 4HAVANA3 138.0kV,,Solar,320.0,320.0,320.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,320.0,False
J2604,,,Clinton,IL,South Centralia 138 kV,AMEREN ILLINOIS,Solar,100.0,100.0,100.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,100.0,True
J2606,,,Steele,ND,Alexandria 345kV,MISSOURI RIVER ENERGY SERVICES - TRANSMISSION,Battery Storage,361.0,361.0,361.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,361.0,True
J2634,,,Ouachita,AR,CAMDEN MAGUIRE - SMACKOVER 115.0kV,"ENTERGY ARKANSAS, LLC EATO",Solar,105.8,105.8,105.8,2022-09-12T04:00:00+00:00,,MISO,active,Active,,,,2022-09-12 04:00:00+00:00,2022.0,105.8,False
J2636,,,Clark,AR,BISMARCK-AECC ALPINE 115 KV,"ENTERGY ARKANSAS, LLC EATO",Solar,78.5,78.5,78.5,2022-09-12T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-24T04:00:00+00:00,,,2022-09-12 04:00:00+00:00,2022.0,78.5,True
J2684,,,St. Clair,MI,BUNCE,ITC,Battery Storage,140.0,140.0,140.0,2022-09-08T04:00:00+00:00,,MISO,active,Pending Revision Approval,,,,2022-09-08 04:00:00+00:00,2022.0,140.0,False
J2739,,,Ohio,KY,WILSON,,Solar,100.0,100.0,100.0,2022-09-14T04:00:00+00:00,,MISO,active,Active,,,,2022-09-14 04:00:00+00:00,2022.0,100.0,False
J2743,,,Washington,LA,BOGALUSA,"ENTERGY LOUISIANA, LLC ELTO",Solar,175.0,175.0,175.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,175.0,True
J2887,,,Simpson,MS,Magee 161 - White Oak 161.0kV,COOPERATIVE ENERGY SMEP,Battery Storage,50.0,50.0,50.0,2022-09-13T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-13 04:00:00+00:00,2022.0,50.0,True
J2810,,,Cerro Gordo,IA,Killdeer 345/161 sub (Emery station 161 outlet),ITC MIDWEST,Battery Storage,100.0,100.0,100.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-24T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,100.0,True
J2909,,,Lonoke,AR,Remington AECC to Lonoke E 115kV,"ENTERGY ARKANSAS, LLC EATO",Solar,200.0,200.0,200.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-27T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,200.0,True
J2841,,,Independence,AR,Independent - Holland Bottom 500kV,"ENTERGY ARKANSAS, LLC EATO",Wind,500.0,500.0,500.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,500.0,False
J2737,,,Sabine,LA,Sharing substation for J1890. POI for J1890 is not in the MTEP22 model yet. Reference bus A: 48904,CLECO POWER LLC CLEC,Solar,180.0,180.0,180.0,2025-09-05T04:00:00+00:00,,MISO,active,Active,,,,2025-09-05 04:00:00+00:00,2025.0,180.0,False
J2697,,,St. Clair,IL,7ASTER - 7CMDR 345.0kV,AMEREN ILLINOIS,Hybrid,500.0,500.0,500.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,500.0,True
J2798,,,White,IN,E. Winamac - Monticello 138 kV line,NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC NIPS,Solar,250.0,250.0,250.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-24T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,250.0,True
J2771,,,Coahoma,MS,6CROSSROADS! (337100) - 6MOONLAKE%  (337107) 230 kV,"ENTERGY MISSISSIPPI, LLC. EMTO",Hybrid,100.0,100.0,100.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,100.0,True
J2845,,,Freeborn,MN,Adams - Hayward 161kV,ITC MIDWEST,Solar,200.0,200.0,200.0,2025-10-23T04:00:00+00:00,,MISO,active,Active,,,,2025-10-23 04:00:00+00:00,2025.0,200.0,False
J2915,,,Clark,MO,Other_,AMEREN MISSOURI,Wind,223.0,223.0,223.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,223.0,True
J2804,,,West Carroll,LA,Oak Grove - Galion 115kV Tap,"ENTERGY LOUISIANA, LLC ELTO",Hybrid,100.0,100.0,100.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-31T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,100.0,True
J2869,,,Sunflower,MS,GERALDANDRUS SES SWITCHYARD-INDIANOLA 230 KV,,Hybrid,150.0,150.0,150.0,2022-09-15T04:00:00+00:00,,MISO,active,Active,,,,2022-09-15 04:00:00+00:00,2022.0,150.0,False
J2766,,,Howard,IN,Other_,"DUKE ENERGY INDIANA, LLC CIN",Battery Storage,190.0,190.0,190.0,2023-08-21T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-12-18T05:00:00+00:00,,,2023-08-21 04:00:00+00:00,2023.0,190.0,True
J2829,,,Scott,IN,Scottsburg - Speed 69kV,"DUKE ENERGY INDIANA, LLC CIN",Hybrid,30.0,30.0,30.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-10-27T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,30.0,True
J2872,,,Dakota,MN,Hampton 345kV,NORTHERN STATES POWER COMPANY,Battery Storage,150.0,150.0,150.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2025-07-30T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,150.0,True
J2852,,,Roberts,SD,Browns Valley 230 kV Substation,OTTER TAIL POWER COMPANY OTP,Battery Storage,200.0,200.0,200.0,2022-09-14T04:00:00+00:00,,MISO,active,Active,,,,2022-09-14 04:00:00+00:00,2022.0,200.0,False
J2873,,,Simpson,MS,Magee 161 - White Oak 161.0kV,COOPERATIVE ENERGY SME,Solar,165.0,165.0,165.0,2022-09-13T04:00:00+00:00,,MISO,active,Active,,,,2022-09-13 04:00:00+00:00,2022.0,165.0,False
J2807,,,Ingham,MI,DELHI to TOMPKINS 138kV,METC,Solar,100.0,100.0,100.0,2022-09-14T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-24T04:00:00+00:00,,,2022-09-14 04:00:00+00:00,2022.0,100.0,True
J2899,,,Calcasieu,LA,GOOS FERRY - CHALKLEY CO 230.0kV,,Hybrid,250.0,250.0,250.0,2022-09-14T04:00:00+00:00,,MISO,active,Active,,,,2022-09-14 04:00:00+00:00,2022.0,250.0,False
J2842,,,Mason,IL,Mason 138kV,AMEREN ILLINOIS,Battery Storage,200.0,200.0,200.0,2022-09-15T04:00:00+00:00,,MISO,withdrawn,Withdrawn,2023-03-24T04:00:00+00:00,,,2022-09-15 04:00:00+00:00,2022.0,200.0,True
J2808,,,Fayette,IL,Ramsey East 138 sub (co-located with Dressor and Switchgrass),AMEREN ILLINOIS,Solar,100.0,100.0,100.0,2022-09-14T04:00:00+00:00,,MISO,active,Active,,,,2022-09-14 04:00:00+00:00,2022.0,100.0,False
J2809,,,Iroquois,IL,4GILMAN - 4PAXTON E 138 kV,,Solar,133.0,133.0,133.0,2022-09-14T04:00:00+00:00,,MISO,active,Active,,,,2022-09-14 04:00:00+00:00,2022.0,133.0,False
J2811,,,Cerro Gordo,IA,Killdeer,ITC MIDWEST,Solar,210.0,210.0,210.0,2022-09-14T04:00:00+00:00,,MISO,active,Active,,,,2022-09-14 04:00:00+00:00,2022.0,210.0,False
J3829,,,Hot Spring,AR,ETTA,"ENTERGY ARKANSAS, LLC EATO",Gas,770.0,770.0,770.0,2024-04-17T04:00:00+00:00,,MISO,active,Active,,,,2024-04-17 04:00:00+00:00,2024.0,770.0,False
